Year,Miles,Price,Brand,Model,cross,grand,passenger,sport,cab,sportback,regular,coupe,limited,hybrid,crew,town,double,electric,plug-in
2011,99520,13590,8,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021,46612,25589,5,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2018,91762,21990,12,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2010,42843,18990,8,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2014,65044,23590,3,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2017,47475,14990,19,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2018,53666,21990,9,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2017,63732,24590,21,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2012,82387,22590,2,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2014,56888,17990,3,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2015,83486,24590,2,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2017,46431,24990,3,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2015,31252,15990,0,19,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2014,33519,15590,13,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2013,101441,16590,16,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2020,26923,19990,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2014,47650,14990,13,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2019,68394,27228,5,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2012,62459,15990,15,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2012,50730,19990,26,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2019,40442,28989,8,14,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2014,90303,15590,13,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2012,52278,16990,13,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021,41113,33598,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2015,73180,17990,29,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2016,86131,15990,9,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021,45596,26347,6,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2017,84557,17990,8,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2013,52141,16990,25,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2017,50939,24990,14,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2013,54904,16590,16,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2012,50708,18590,15,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2017,59647,21990,15,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2017,102989,18590,9,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2013,75298,14590,25,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2017,50621,20990,8,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2016,59944,20590,15,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2012,59637,14990,16,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2016,93876,18590,14,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2013,57604,15990,19,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2012,63248,16590,8,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2018,23242,21990,2,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2015,80908,14990,15,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2015,55278,17990,15,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2013,83288,15990,15,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2020,40095,25688,9,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2019,36186,23990,8,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2014,55256,14990,19,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2015,104141,15990,0,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2019,5995,21990,13,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2016,62066,17590,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2014,45770,13990,9,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021,38255,33775,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2016,66781,13990,19,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2017,29078,23590,28,24,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021,3862,19590,0,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2018,71458,18590,0,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2020,46230,33645,2,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2018,54877,15990,9,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2014,14359,23590,14,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2014,79522,23990,1,9,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False
2015,24000,22590,26,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2017,29947,24990,8,11,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2019,41152,20590,4,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2019,39322,24990,16,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2016,97463,20590,18,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2014,46119,18590,15,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2013,95153,14990,18,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2015,41665,17990,9,12,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2016,51528,15590,9,16,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2015,100700,22590,16,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2018,64566,14990,13,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2018,29594,24990,14,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2017,34880,18990,0,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2013,37314,16590,18,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2017,39794,18590,0,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2015,52927,16990,16,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2012,82738,13590,15,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2016,4922,23990,14,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2012,93813,13590,15,14,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2011,60639,15990,16,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2013,73819,17990,16,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2017,83703,16590,5,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2014,15917,15990,13,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2014,96630,13990,8,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2016,99280,16590,9,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2020,16479,21590,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2013,24694,17590,18,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2013,48511,14990,19,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2020,42191,25468,9,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2016,14872,23990,4,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021,47215,27603,9,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2011,87648,14990,16,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2020,21177,21990,19,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2016,14356,22590,14,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2016,100375,13590,19,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2014,47387,16990,8,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2012,72716,16590,16,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021,41814,29149,14,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2014,88880,13590,18,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021,49858,27635,14,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2018,25541,18990,17,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2016,67346,19990,18,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2019,32607,24590,9,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2014,25639,23590,15,12,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2017,45618,19590,9,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2016,91871,20990,22,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2020,51805,35589,0,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022,9410,23990,18,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2014,39268,18990,16,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2020,60997,25503,9,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2013,5979,17990,19,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2018,36975,21990,14,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2016,51895,14590,19,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2012,39526,24990,28,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2020,94326,22990,13,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2018,79327,24590,6,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2016,85838,15590,19,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2015,24933,17990,9,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2019,70587,23590,8,28,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2018,46462,18590,18,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2015,79031,19590,15,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2016,83827,18590,19,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2019,46901,22990,13,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2015,57520,20990,5,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2019,53983,17990,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2015,55476,21590,6,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2018,57841,17990,18,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2016,89312,24590,16,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2017,95320,12990,9,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2013,68776,13590,18,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2018,21446,18590,18,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2018,100916,16990,2,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2015,75441,22590,16,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2014,53955,14590,0,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2018,56620,22590,18,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2019,36510,23590,16,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2013,80161,16990,8,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2016,57044,16590,5,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2018,86134,19990,8,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2015,66231,13990,0,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2013,84054,15990,15,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2014,70829,14990,2,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2015,105122,14590,2,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2016,87982,14590,0,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2011,92644,12990,14,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2015,101771,17990,16,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2016,36043,22990,16,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2014,70442,17990,16,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2010,77277,15590,16,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2017,75196,16990,0,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2014,93965,15590,9,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2017,41064,14990,13,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2010,72864,13990,13,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2017,81182,14990,18,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2018,87457,18990,18,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2012,73444,11990,17,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2015,66975,14990,15,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2016,50161,19990,14,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2015,49615,21990,15,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021,37750,20990,15,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2015,73396,15990,18,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2019,37060,20590,18,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2016,91423,16990,2,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2020,20009,24590,13,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2013,40622,20990,14,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2012,35802,15590,17,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2012,44974,22590,3,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2018,52750,19990,9,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2014,61225,14590,0,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2014,99151,12990,0,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2013,97933,14590,19,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2015,62893,18990,25,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2017,43376,20590,15,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2017,80547,20990,5,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2013,99292,15590,15,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2012,73638,14990,13,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2020,76953,20990,12,0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
2017,73976,16990,2,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2013,24224,16990,14,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2018,25038,17990,9,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2019,34213,21990,19,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2020,37605,24990,16,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2017,94711,16990,2,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2014,77821,17990,5,4,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2015,90184,21590,11,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2017,41345,17990,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2018,73351,17990,8,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2015,89294,16990,2,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2013,103863,20590,8,15,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2015,38510,19590,8,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2019,28067,23990,9,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2017,56236,20990,14,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2013,103836,13590,22,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2014,74121,14590,0,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2010,89506,12990,16,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2018,45478,20990,8,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021,20091,24990,18,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2019,65938,14990,13,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2017,60870,19990,15,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2013,91566,17990,6,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2016,66890,19990,2,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2009,71001,13590,15,20,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2012,85390,16590,16,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2016,96479,21990,13,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2016,98565,19590,15,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2016,65474,20990,6,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2019,38066,22990,15,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2015,75666,15590,19,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2018,68896,14990,13,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2014,31608,24990,8,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2017,47989,24590,14,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2016,63548,17990,8,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2009,98307,13590,16,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2017,58833,18990,9,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2020,37238,22990,9,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2016,78675,17590,18,7,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2016,61571,23990,28,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021,8320,23590,18,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2020,30041,22990,8,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2014,93541,16990,8,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2017,34516,17590,13,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2013,102546,13990,13,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2015,86698,16990,2,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2015,98541,14990,4,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2014,28027,19590,16,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2016,80169,21990,18,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2012,72035,14990,18,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2010,98885,14590,20,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022,26302,24990,8,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2013,49735,20590,14,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021,17486,23990,19,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2020,46774,23990,19,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2015,60165,16990,16,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2013,102953,15590,16,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021,22454,16590,7,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2018,59912,14590,13,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2015,51860,15590,19,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2017,75210,21990,0,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2017,29008,23990,9,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2013,84227,17590,6,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2017,12859,22590,0,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2011,21894,17990,19,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2015,86171,13990,12,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2014,35146,16990,19,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2011,79911,14590,15,14,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2015,62315,24590,11,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2014,62340,15990,16,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2019,64609,23990,8,11,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2014,77730,18990,16,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2017,39671,21590,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2009,102964,12990,8,33,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2011,72967,21590,28,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2012,60482,12990,17,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2014,45428,16990,9,11,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2016,90802,19590,15,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2013,103566,17990,13,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2015,18402,16990,9,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2016,47619,13990,9,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2014,76626,14590,9,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2015,58200,21590,10,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2015,48176,14990,0,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2015,89558,24990,12,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2020,16508,23990,14,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2017,43634,17590,7,2,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2014,67397,16590,8,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2019,56094,18990,15,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2017,50324,24590,14,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2012,68249,17990,16,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2018,59294,13990,9,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2014,63308,19590,13,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2017,41619,20990,9,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2017,85321,24990,2,4,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2019,59850,16990,9,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2016,37653,18990,15,13,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2014,100813,18990,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2010,55748,14590,8,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2013,46485,13990,18,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2019,57956,19990,19,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2016,66303,24590,23,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2014,84316,14990,9,12,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2016,95177,17990,16,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2013,72623,19590,15,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2016,55431,16990,18,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2009,94095,12590,6,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2014,45894,20990,25,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2017,71850,20990,14,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2020,63361,24990,2,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2017,41982,19990,9,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2018,70668,18990,15,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2015,69002,17990,9,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2015,50608,18590,9,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2016,35050,18590,4,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2015,6849,17990,18,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2018,48506,19990,19,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2012,63332,21990,23,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2016,33029,19590,0,29,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2017,62788,19990,12,0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
2015,87843,13590,18,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2020,41402,21990,8,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022,11494,20590,18,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2014,24177,23590,16,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2014,94429,14990,6,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2019,90367,22590,16,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2019,44989,19990,15,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2014,87711,13590,18,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2010,60715,14990,16,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2017,43206,23990,21,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2016,72221,20990,10,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2018,67315,24590,16,11,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
2010,71431,16590,21,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2014,22962,18990,18,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2017,52009,19990,9,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2015,69469,17990,3,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2014,45408,18990,8,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2012,67274,14590,8,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2016,49201,18990,0,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2009,51165,23590,3,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2015,37875,19990,3,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2014,35819,16590,15,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2016,60805,24590,9,13,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
2017,97674,17590,15,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2016,99949,15590,8,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2011,100172,11990,13,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
